year,sex,age,distribution,parameter-description,parameter-1,parameter-2,parameter-3,parameter-4
1999,M,83,Exponential,(rate-shift),0.115945564,0.000000,,
1999,M,84,Exponential,(rate-shift),0.125696699,0.000000,,
1999,M,85,Exponential,(rate-shift),0.136202965,0.000000,,
1999,M,86,Exponential,(rate-shift),0.147511041,0.000000,,
1999,M,87,Exponential,(rate-shift),0.159668291,0.000000,,
1999,M,88,Exponential,(rate-shift),0.172722297,0.000000,,
1999,M,89,Exponential,(rate-shift),0.18672029,0.000000,,
1999,M,90,Exponential,(rate-shift),0.20170845,0.000000,,
2000,M,0,Exponential,(rate-shift),0.031640486,0.000000,,
2000,M,1,Exponential,(rate-shift),0.005290708,0.000000,,
2000,M,2,Exponential,(rate-shift),0.003323593,0.000000,,
2000,M,3,Exponential,(rate-shift),0.002616357,0.000000,,
2000,M,4,Exponential,(rate-shift),0.002010883,0.000000,,
2000,M,5,Exponential,(rate-shift),0.001512383,0.000000,,
2000,M,6,Exponential,(rate-shift),0.001122622,0.000000,,
2000,M,7,Exponential,(rate-shift),8.39908e-4,0.000000,,
2000,M,8,Exponential,(rate-shift),6.58908e-4,0.000000,,
2000,M,9,Exponential,(rate-shift),5.70828e-4,0.000000,,
2000,M,10,Exponential,(rate-shift),5.6395e-4,0.000000,,
2000,M,11,Exponential,(rate-shift),6.24531e-4,0.000000,,
2000,M,12,Exponential,(rate-shift),7.39482e-4,0.000000,,
2000,M,13,Exponential,(rate-shift),8.99218e-4,0.000000,,
2000,M,14,Exponential,(rate-shift),0.001100151,0.000000,,
2000,M,15,Exponential,(rate-shift),0.001345755,0.000000,,
2000,M,16,Exponential,(rate-shift),0.001643531,0.000000,,
2000,M,17,Exponential,(rate-shift),0.001996126,0.000000,,
2000,M,18,Exponential,(rate-shift),0.002402937,0.000000,,
2000,M,19,Exponential,(rate-shift),0.002852139,0.000000,,
2000,M,20,Exponential,(rate-shift),0.003321687,0.000000,,
2000,M,21,Exponential,(rate-shift),0.003783174,0.000000,,
2000,M,22,Exponential,(rate-shift),0.004215314,0.000000,,
2000,M,23,Exponential,(rate-shift),0.004608301,0.000000,,
2000,M,24,Exponential,(rate-shift),0.004963771,0.000000,,
2000,M,25,Exponential,(rate-shift),0.005286262,0.000000,,
2000,M,26,Exponential,(rate-shift),0.005585451,0.000000,,
2000,M,27,Exponential,(rate-shift),0.005868318,0.000000,,
2000,M,28,Exponential,(rate-shift),0.006139417,0.000000,,
2000,M,29,Exponential,(rate-shift),0.006395883,0.000000,,
2000,M,30,Exponential,(rate-shift),0.00662949,0.000000,,
2000,M,31,Exponential,(rate-shift),0.006828675,0.000000,,
2000,M,32,Exponential,(rate-shift),0.006988307,0.000000,,
2000,M,33,Exponential,(rate-shift),0.007104591,0.000000,,
2000,M,34,Exponential,(rate-shift),0.007189745,0.000000,,
2000,M,35,Exponential,(rate-shift),0.007274377,0.000000,,
2000,M,36,Exponential,(rate-shift),0.007399321,0.000000,,
2000,M,37,Exponential,(rate-shift),0.007594643,0.000000,,
2000,M,38,Exponential,(rate-shift),0.007874536,0.000000,,
2000,M,39,Exponential,(rate-shift),0.008234272,0.000000,,
2000,M,40,Exponential,(rate-shift),0.008661723,0.000000,,
2000,M,41,Exponential,(rate-shift),0.009135923,0.000000,,
2000,M,42,Exponential,(rate-shift),0.009642493,0.000000,,
2000,M,43,Exponential,(rate-shift),0.010179347,0.000000,,
2000,M,44,Exponential,(rate-shift),0.010755383,0.000000,,
2000,M,45,Exponential,(rate-shift),0.011379974,0.000000,,
2000,M,46,Exponential,(rate-shift),0.012066374,0.000000,,
2000,M,47,Exponential,(rate-shift),0.012824077,0.000000,,
2000,M,48,Exponential,(rate-shift),0.013651128,0.000000,,
2000,M,49,Exponential,(rate-shift),0.014543445,0.000000,,
2000,M,50,Exponential,(rate-shift),0.015505053,0.000000,,
2000,M,51,Exponential,(rate-shift),0.016540604,0.000000,,
2000,M,52,Exponential,(rate-shift),0.017650157,0.000000,,
2000,M,53,Exponential,(rate-shift),0.018846749,0.000000,,
2000,M,54,Exponential,(rate-shift),0.020122152,0.000000,,
2000,M,55,Exponential,(rate-shift),0.021430394,0.000000,,
2000,M,56,Exponential,(rate-shift),0.022709873,0.000000,,
2000,M,57,Exponential,(rate-shift),0.02392193,0.000000,,
2000,M,58,Exponential,(rate-shift),0.025051243,0.000000,,
2000,M,59,Exponential,(rate-shift),0.026126859,0.000000,,
2000,M,60,Exponential,(rate-shift),0.027210013,0.000000,,
2000,M,61,Exponential,(rate-shift),0.028386244,0.000000,,
2000,M,62,Exponential,(rate-shift),0.029720913,0.000000,,
2000,M,63,Exponential,(rate-shift),0.031248641,0.000000,,
2000,M,64,Exponential,(rate-shift),0.032966772,0.000000,,
2000,M,65,Exponential,(rate-shift),0.03485968,0.000000,,
2000,M,66,Exponential,(rate-shift),0.036896026,0.000000,,
2000,M,67,Exponential,(rate-shift),0.039061465,0.000000,,
2000,M,68,Exponential,(rate-shift),0.04134479,0.000000,,
2000,M,69,Exponential,(rate-shift),0.0437809,0.000000,,
2000,M,70,Exponential,(rate-shift),0.046454769,0.000000,,
2000,M,71,Exponential,(rate-shift),0.049477474,0.000000,,
2000,M,72,Exponential,(rate-shift),0.052922413,0.000000,,
2000,M,73,Exponential,(rate-shift),0.056882171,0.000000,,
2000,M,74,Exponential,(rate-shift),0.061331451,0.000000,,
2000,M,75,Exponential,(rate-shift),0.066089928,0.000000,,
2000,M,76,Exponential,(rate-shift),0.070906117,0.000000,,
2000,M,77,Exponential,(rate-shift),0.075635315,0.000000,,
2000,M,78,Exponential,(rate-shift),0.080296412,0.000000,,
2000,M,79,Exponential,(rate-shift),0.08504691,0.000000,,
2000,M,80,Exponential,(rate-shift),0.090130834,0.000000,,
2000,M,81,Exponential,(rate-shift),0.097832759,0.000000,,
2000,M,82,Exponential,(rate-shift),0.106153615,0.000000,,
2000,M,83,Exponential,(rate-shift),0.115135957,0.000000,,
2000,M,84,Exponential,(rate-shift),0.124823924,0.000000,,
2000,M,85,Exponential,(rate-shift),0.135263031,0.000000,,
2000,M,86,Exponential,(rate-shift),0.146499876,0.000000,,
2000,M,87,Exponential,(rate-shift),0.15858178,0.000000,,
2000,M,88,Exponential,(rate-shift),0.17155633,0.000000,,
2000,M,89,Exponential,(rate-shift),0.18547081,0.000000,,
2000,M,90,Exponential,(rate-shift),0.200371525,0.000000,,
2001,M,0,Exponential,(rate-shift),0.030256128,0.000000,,
2001,M,1,Exponential,(rate-shift),0.0053749,0.000000,,
2001,M,2,Exponential,(rate-shift),0.003355233,0.000000,,
2001,M,3,Exponential,(rate-shift),0.002626685,0.000000,,
2001,M,4,Exponential,(rate-shift),0.002010648,0.000000,,
2001,M,5,Exponential,(rate-shift),0.001508769,0.000000,,
2001,M,6,Exponential,(rate-shift),0.001119849,0.000000,,
2001,M,7,Exponential,(rate-shift),8.39842e-4,0.000000,,
2001,M,8,Exponential,(rate-shift),6.61693e-4,0.000000,,
2001,M,9,Exponential,(rate-shift),5.75502e-4,0.000000,,
2001,M,10,Exponential,(rate-shift),5.68999e-4,0.000000,,
2001,M,11,Exponential,(rate-shift),6.2834e-4,0.000000,,
2001,M,12,Exponential,(rate-shift),7.40481e-4,0.000000,,
2001,M,13,Exponential,(rate-shift),8.95694e-4,0.000000,,
2001,M,14,Exponential,(rate-shift),0.001089775,0.000000,,
2001,M,15,Exponential,(rate-shift),0.001324986,0.000000,,
2001,M,16,Exponential,(rate-shift),0.001607371,0.000000,,
2001,M,17,Exponential,(rate-shift),0.001938901,0.000000,,
2001,M,18,Exponential,(rate-shift),0.002317931,0.000000,,
2001,M,19,Exponential,(rate-shift),0.002733865,0.000000,,
2001,M,20,Exponential,(rate-shift),0.003169032,0.000000,,
2001,M,21,Exponential,(rate-shift),0.003600951,0.000000,,
2001,M,22,Exponential,(rate-shift),0.004012478,0.000000,,
2001,M,23,Exponential,(rate-shift),0.004395711,0.000000,,
2001,M,24,Exponential,(rate-shift),0.004750851,0.000000,,
2001,M,25,Exponential,(rate-shift),0.005079125,0.000000,,
2001,M,26,Exponential,(rate-shift),0.005385216,0.000000,,
2001,M,27,Exponential,(rate-shift),0.005672525,0.000000,,
2001,M,28,Exponential,(rate-shift),0.005944413,0.000000,,
2001,M,29,Exponential,(rate-shift),0.006199262,0.000000,,
2001,M,30,Exponential,(rate-shift),0.006430596,0.000000,,
2001,M,31,Exponential,(rate-shift),0.006629592,0.000000,,
2001,M,32,Exponential,(rate-shift),0.006792981,0.000000,,
2001,M,33,Exponential,(rate-shift),0.006917139,0.000000,,
2001,M,34,Exponential,(rate-shift),0.007013141,0.000000,,
2001,M,35,Exponential,(rate-shift),0.007110525,0.000000,,
2001,M,36,Exponential,(rate-shift),0.007248572,0.000000,,
2001,M,37,Exponential,(rate-shift),0.007456016,0.000000,,
2001,M,38,Exponential,(rate-shift),0.007747163,0.000000,,
2001,M,39,Exponential,(rate-shift),0.008117078,0.000000,,
2001,M,40,Exponential,(rate-shift),0.008551633,0.000000,,
2001,M,41,Exponential,(rate-shift),0.009027372,0.000000,,
2001,M,42,Exponential,(rate-shift),0.009528351,0.000000,,
2001,M,43,Exponential,(rate-shift),0.010051721,0.000000,,
2001,M,44,Exponential,(rate-shift),0.010607461,0.000000,,
2001,M,45,Exponential,(rate-shift),0.011207562,0.000000,,
2001,M,46,Exponential,(rate-shift),0.011868982,0.000000,,
2001,M,47,Exponential,(rate-shift),0.012604089,0.000000,,
2001,M,48,Exponential,(rate-shift),0.013411397,0.000000,,
2001,M,49,Exponential,(rate-shift),0.014286594,0.000000,,
2001,M,50,Exponential,(rate-shift),0.015234974,0.000000,,
2001,M,51,Exponential,(rate-shift),0.016262501,0.000000,,
2001,M,52,Exponential,(rate-shift),0.017369935,0.000000,,
2001,M,53,Exponential,(rate-shift),0.018570593,0.000000,,
2001,M,54,Exponential,(rate-shift),0.019855397,0.000000,,
2001,M,55,Exponential,(rate-shift),0.021176397,0.000000,,
2001,M,56,Exponential,(rate-shift),0.022469265,0.000000,,
2001,M,57,Exponential,(rate-shift),0.023692994,0.000000,,
2001,M,58,Exponential,(rate-shift),0.024833225,0.000000,,
2001,M,59,Exponential,(rate-shift),0.02591868,0.000000,,
2001,M,60,Exponential,(rate-shift),0.027005617,0.000000,,
2001,M,61,Exponential,(rate-shift),0.028173203,0.000000,,
2001,M,62,Exponential,(rate-shift),0.029483151,0.000000,,
2001,M,63,Exponential,(rate-shift),0.030967118,0.000000,,
2001,M,64,Exponential,(rate-shift),0.032626142,0.000000,,
2001,M,65,Exponential,(rate-shift),0.034455777,0.000000,,
2001,M,66,Exponential,(rate-shift),0.036439973,0.000000,,
2001,M,67,Exponential,(rate-shift),0.038575181,0.000000,,
2001,M,68,Exponential,(rate-shift),0.040854192,0.000000,,
2001,M,69,Exponential,(rate-shift),0.043308408,0.000000,,
2001,M,70,Exponential,(rate-shift),0.046016826,0.000000,,
2001,M,71,Exponential,(rate-shift),0.04908119,0.000000,,
2001,M,72,Exponential,(rate-shift),0.052567973,0.000000,,
2001,M,73,Exponential,(rate-shift),0.056567714,0.000000,,
2001,M,74,Exponential,(rate-shift),0.061056762,0.000000,,
2001,M,75,Exponential,(rate-shift),0.065855871,0.000000,,
2001,M,76,Exponential,(rate-shift),0.070715761,0.000000,,
2001,M,77,Exponential,(rate-shift),0.075492890000000007,0.000000,,
2001,M,78,Exponential,(rate-shift),0.080205556,0.000000,,
2001,M,79,Exponential,(rate-shift),0.085009165,0.000000,,
2001,M,80,Exponential,(rate-shift),0.090144749,0.000000,,
2001,M,81,Exponential,(rate-shift),0.097847798,0.000000,,
2001,M,82,Exponential,(rate-shift),0.106169856,0.000000,,
2001,M,83,Exponential,(rate-shift),0.115153481,0.000000,,
2001,M,84,Exponential,(rate-shift),0.124842817,0.000000,,
2001,M,85,Exponential,(rate-shift),0.135283378,0.000000,,
2001,M,86,Exponential,(rate-shift),0.146521766,0.000000,,
2001,M,87,Exponential,(rate-shift),0.158605303,0.000000,,
2001,M,88,Exponential,(rate-shift),0.171581575,0.000000,,
2001,M,89,Exponential,(rate-shift),0.185497865,0.000000,,
2001,M,90,Exponential,(rate-shift),0.200400475,0.000000,,
2002,M,0,Exponential,(rate-shift),0.031009711,0.000000,,
2002,M,1,Exponential,(rate-shift),0.005157919,0.000000,,
2002,M,2,Exponential,(rate-shift),0.003237695,0.000000,,
2002,M,3,Exponential,(rate-shift),0.002543868,0.000000,,
2002,M,4,Exponential,(rate-shift),0.001959899,0.000000,,
2002,M,5,Exponential,(rate-shift),0.001484051,0.000000,,
2002,M,6,Exponential,(rate-shift),0.001113078,0.000000,,
2002,M,7,Exponential,(rate-shift),8.42227e-4,0.000000,,
2002,M,8,Exponential,(rate-shift),6.65155e-4,0.000000,,
2002,M,9,Exponential,(rate-shift),5.74016e-4,0.000000,,
2002,M,10,Exponential,(rate-shift),5.59715e-4,0.000000,,
2002,M,11,Exponential,(rate-shift),6.12317e-4,0.000000,,
2002,M,12,Exponential,(rate-shift),7.22282e-4,0.000000,,
2002,M,13,Exponential,(rate-shift),8.81773e-4,0.000000,,
2002,M,14,Exponential,(rate-shift),0.001085803,0.000000,,
2002,M,15,Exponential,(rate-shift),0.001332725,0.000000,,
2002,M,16,Exponential,(rate-shift),0.001622841,0.000000,,
2002,M,17,Exponential,(rate-shift),0.001954328,0.000000,,
2002,M,18,Exponential,(rate-shift),0.002323212,0.000000,,
2002,M,19,Exponential,(rate-shift),0.002721074,0.000000,,
2002,M,20,Exponential,(rate-shift),0.003136288,0.000000,,
2002,M,21,Exponential,(rate-shift),0.003554887,0.000000,,
2002,M,22,Exponential,(rate-shift),0.003965345,0.000000,,
2002,M,23,Exponential,(rate-shift),0.004363698,0.000000,,
2002,M,24,Exponential,(rate-shift),0.004747166,0.000000,,
2002,M,25,Exponential,(rate-shift),0.005107427,0.000000,,
2002,M,26,Exponential,(rate-shift),0.005435656,0.000000,,
2002,M,27,Exponential,(rate-shift),0.005726361,0.000000,,
2002,M,28,Exponential,(rate-shift),0.005976823,0.000000,,
2002,M,29,Exponential,(rate-shift),0.006190297,0.000000,,
2002,M,30,Exponential,(rate-shift),0.006375451,0.000000,,
2002,M,31,Exponential,(rate-shift),0.006544862,0.000000,,
2002,M,32,Exponential,(rate-shift),0.006709429,0.000000,,
2002,M,33,Exponential,(rate-shift),0.006873445,0.000000,,
2002,M,34,Exponential,(rate-shift),0.007040147,0.000000,,
2002,M,35,Exponential,(rate-shift),0.007218492,0.000000,,
2002,M,36,Exponential,(rate-shift),0.00741852,0.000000,,
2002,M,37,Exponential,(rate-shift),0.00764883,0.000000,,
2002,M,38,Exponential,(rate-shift),0.007914966,0.000000,,
2002,M,39,Exponential,(rate-shift),0.008220824,0.000000,,
2002,M,40,Exponential,(rate-shift),0.008571062,0.000000,,
2002,M,41,Exponential,(rate-shift),0.008969747,0.000000,,
2002,M,42,Exponential,(rate-shift),0.009420367,0.000000,,
2002,M,43,Exponential,(rate-shift),0.009927038,0.000000,,
2002,M,44,Exponential,(rate-shift),0.010492364,0.000000,,
2002,M,45,Exponential,(rate-shift),0.011116183,0.000000,,
2002,M,46,Exponential,(rate-shift),0.011797004,0.000000,,
2002,M,47,Exponential,(rate-shift),0.012534221,0.000000,,
2002,M,48,Exponential,(rate-shift),0.013322355,0.000000,,
2002,M,49,Exponential,(rate-shift),0.014162576,0.000000,,
2002,M,50,Exponential,(rate-shift),0.015067976,0.000000,,
2002,M,51,Exponential,(rate-shift),0.016056226,0.000000,,
2002,M,52,Exponential,(rate-shift),0.017136319,0.000000,,
2002,M,53,Exponential,(rate-shift),0.018325109,0.000000,,
2002,M,54,Exponential,(rate-shift),0.019610326,0.000000,,
2002,M,55,Exponential,(rate-shift),0.020937601,0.000000,,
2002,M,56,Exponential,(rate-shift),0.022233123,0.000000,,
2002,M,57,Exponential,(rate-shift),0.023449745,0.000000,,
2002,M,58,Exponential,(rate-shift),0.024568522,0.000000,,
2002,M,59,Exponential,(rate-shift),0.025621948,0.000000,,
2002,M,60,Exponential,(rate-shift),0.026678299,0.000000,,
2002,M,61,Exponential,(rate-shift),0.027833502,0.000000,,
2002,M,62,Exponential,(rate-shift),0.029159954,0.000000,,
2002,M,63,Exponential,(rate-shift),0.030694714,0.000000,,
2002,M,64,Exponential,(rate-shift),0.032431361,0.000000,,
2002,M,65,Exponential,(rate-shift),0.03434761,0.000000,,
2002,M,66,Exponential,(rate-shift),0.036402586,0.000000,,
2002,M,67,Exponential,(rate-shift),0.038575123,0.000000,,
2002,M,68,Exponential,(rate-shift),0.040851968,0.000000,,
2002,M,69,Exponential,(rate-shift),0.043270191,0.000000,,
2002,M,70,Exponential,(rate-shift),0.045917324,0.000000,,
2002,M,71,Exponential,(rate-shift),0.048908647,0.000000,,
2002,M,72,Exponential,(rate-shift),0.052320706,0.000000,,
2002,M,73,Exponential,(rate-shift),0.056245882,0.000000,,
2002,M,74,Exponential,(rate-shift),0.060657924,0.000000,,
2002,M,75,Exponential,(rate-shift),0.065377952,0.000000,,
2002,M,76,Exponential,(rate-shift),0.070156116,0.000000,,
2002,M,77,Exponential,(rate-shift),0.074848447,0.000000,,
2002,M,78,Exponential,(rate-shift),0.07947337,0.000000,,
2002,M,79,Exponential,(rate-shift),0.084186898,0.000000,,
2002,M,80,Exponential,(rate-shift),0.089230897,0.000000,,
2002,M,81,Exponential,(rate-shift),0.096860088,0.000000,,
2002,M,82,Exponential,(rate-shift),0.105103131,0.000000,,
2002,M,83,Exponential,(rate-shift),0.114002375,0.000000,,
2002,M,84,Exponential,(rate-shift),0.123601778,0.000000,,
2002,M,85,Exponential,(rate-shift),0.133946698,0.000000,,
2002,M,86,Exponential,(rate-shift),0.145083621,0.000000,,
2002,M,87,Exponential,(rate-shift),0.157059802,0.000000,,
2002,M,88,Exponential,(rate-shift),0.169922822,0.000000,,
2002,M,89,Exponential,(rate-shift),0.183720036,0.000000,,
2002,M,90,Exponential,(rate-shift),0.198497911,0.000000,,
2003,M,0,Exponential,(rate-shift),0.03269168,0.000000,,
2003,M,1,Exponential,(rate-shift),0.004901014,0.000000,,
2003,M,2,Exponential,(rate-shift),0.003106577,0.000000,,
2003,M,3,Exponential,(rate-shift),0.002457777,0.000000,,
2003,M,4,Exponential,(rate-shift),0.00191187,0.000000,,
2003,M,5,Exponential,(rate-shift),0.001464884,0.000000,,
2003,M,6,Exponential,(rate-shift),0.001112513,0.000000,,
2003,M,7,Exponential,(rate-shift),8.50116e-4,0.000000,,
2003,M,8,Exponential,(rate-shift),6.72711e-4,0.000000,,
2003,M,9,Exponential,(rate-shift),5.74989e-4,0.000000,,
2003,M,10,Exponential,(rate-shift),5.51354e-4,0.000000,,
2003,M,11,Exponential,(rate-shift),5.95973e-4,0.000000,,
2003,M,12,Exponential,(rate-shift),7.02944e-4,0.000000,,
2003,M,13,Exponential,(rate-shift),8.66463e-4,0.000000,,
2003,M,14,Exponential,(rate-shift),0.001080979,0.000000,,
2003,M,15,Exponential,(rate-shift),0.001341258,0.000000,,
2003,M,16,Exponential,(rate-shift),0.001642206,0.000000,,
2003,M,17,Exponential,(rate-shift),0.001978345,0.000000,,
2003,M,18,Exponential,(rate-shift),0.002344149,0.000000,,
2003,M,19,Exponential,(rate-shift),0.002733153,0.000000,,
2003,M,20,Exponential,(rate-shift),0.003137771,0.000000,,
2003,M,21,Exponential,(rate-shift),0.003549805,0.000000,,
2003,M,22,Exponential,(rate-shift),0.003961677,0.000000,,
2003,M,23,Exponential,(rate-shift),0.004371136,0.000000,,
2003,M,24,Exponential,(rate-shift),0.004773595,0.000000,,
2003,M,25,Exponential,(rate-shift),0.005156898,0.000000,,
2003,M,26,Exponential,(rate-shift),0.005506635,0.000000,,
2003,M,27,Exponential,(rate-shift),0.00581338,0.000000,,
2003,M,28,Exponential,(rate-shift),0.006072456,0.000000,,
2003,M,29,Exponential,(rate-shift),0.006288506,0.000000,,
2003,M,30,Exponential,(rate-shift),0.006473584,0.000000,,
2003,M,31,Exponential,(rate-shift),0.006645293,0.000000,,
2003,M,32,Exponential,(rate-shift),0.006817791,0.000000,,
2003,M,33,Exponential,(rate-shift),0.006997361,0.000000,,
2003,M,34,Exponential,(rate-shift),0.007185098,0.000000,,
2003,M,35,Exponential,(rate-shift),0.007384164,0.000000,,
2003,M,36,Exponential,(rate-shift),0.007596507,0.000000,,
2003,M,37,Exponential,(rate-shift),0.007825322,0.000000,,
2003,M,38,Exponential,(rate-shift),0.008073351,0.000000,,
2003,M,39,Exponential,(rate-shift),0.008347319,0.000000,,
2003,M,40,Exponential,(rate-shift),0.00865896,0.000000,,
2003,M,41,Exponential,(rate-shift),0.009022458,0.000000,,
2003,M,42,Exponential,(rate-shift),0.009448389,0.000000,,
2003,M,43,Exponential,(rate-shift),0.009943668,0.000000,,
2003,M,44,Exponential,(rate-shift),0.010508157,0.000000,,
2003,M,45,Exponential,(rate-shift),0.011136526,0.000000,,
2003,M,46,Exponential,(rate-shift),0.011819528,0.000000,,
2003,M,47,Exponential,(rate-shift),0.012551062,0.000000,,
2003,M,48,Exponential,(rate-shift),0.013326268,0.000000,,
2003,M,49,Exponential,(rate-shift),0.014148963,0.000000,,
2003,M,50,Exponential,(rate-shift),0.015031488,0.000000,,
2003,M,51,Exponential,(rate-shift),0.015990888,0.000000,,
2003,M,52,Exponential,(rate-shift),0.017037056,0.000000,,
2003,M,53,Exponential,(rate-shift),0.018181516000000002,0.000000,,
2003,M,54,Exponential,(rate-shift),0.019415047,0.000000,,
2003,M,55,Exponential,(rate-shift),0.02070224,0.000000,,
2003,M,56,Exponential,(rate-shift),0.021994597,0.000000,,
2003,M,57,Exponential,(rate-shift),0.02326067,0.000000,,
2003,M,58,Exponential,(rate-shift),0.024493391,0.000000,,
2003,M,59,Exponential,(rate-shift),0.025714025,0.000000,,
2003,M,60,Exponential,(rate-shift),0.02695544,0.000000,,
2003,M,61,Exponential,(rate-shift),0.028264268,0.000000,,
2003,M,62,Exponential,(rate-shift),0.029679111,0.000000,,
2003,M,63,Exponential,(rate-shift),0.031223177,0.000000,,
2003,M,64,Exponential,(rate-shift),0.032904977,0.000000,,
2003,M,65,Exponential,(rate-shift),0.034732444,0.000000,,
2003,M,66,Exponential,(rate-shift),0.036708938000000003,0.000000,,
2003,M,67,Exponential,(rate-shift),0.038845172,0.000000,,
2003,M,68,Exponential,(rate-shift),0.041136681,0.000000,,
2003,M,69,Exponential,(rate-shift),0.04361063,0.000000,,
2003,M,70,Exponential,(rate-shift),0.04634502,0.000000,,
2003,M,71,Exponential,(rate-shift),0.049438892,0.000000,,
2003,M,72,Exponential,(rate-shift),0.052956734,0.000000,,
2003,M,73,Exponential,(rate-shift),0.056990043,0.000000,,
2003,M,74,Exponential,(rate-shift),0.061516441,0.000000,,
2003,M,75,Exponential,(rate-shift),0.06635529,0.000000,,
2003,M,76,Exponential,(rate-shift),0.071255433,0.000000,,
2003,M,77,Exponential,(rate-shift),0.076072245,0.000000,,
2003,M,78,Exponential,(rate-shift),0.080824105,0.000000,,
2003,M,79,Exponential,(rate-shift),0.085667456,0.000000,,
2003,M,80,Exponential,(rate-shift),0.090844927,0.000000,,
2003,M,81,Exponential,(rate-shift),0.098604505,0.000000,,
2003,M,82,Exponential,(rate-shift),0.106987028,0.000000,,
2003,M,83,Exponential,(rate-shift),0.116035209,0.000000,,
2003,M,84,Exponential,(rate-shift),0.125793334,0.000000,,
2003,M,85,Exponential,(rate-shift),0.136307031,0.000000,,
2003,M,86,Exponential,(rate-shift),0.147622988,0.000000,,
2003,M,87,Exponential,(rate-shift),0.159788572,0.000000,,
2003,M,88,Exponential,(rate-shift),0.172851366,0.000000,,
2003,M,89,Exponential,(rate-shift),0.186858593,0.000000,,
2003,M,90,Exponential,(rate-shift),0.201856421,0.000000,,
2004,M,0,Exponential,(rate-shift),0.032459289,0.000000,,
2004,M,1,Exponential,(rate-shift),0.004925355,0.000000,,
2004,M,2,Exponential,(rate-shift),0.003120461,0.000000,,
2004,M,3,Exponential,(rate-shift),0.002468772,0.000000,,
2004,M,4,Exponential,(rate-shift),0.001917949,0.000000,,
2004,M,5,Exponential,(rate-shift),0.001466863,0.000000,,
2004,M,6,Exponential,(rate-shift),0.001113005,0.000000,,
2004,M,7,Exponential,(rate-shift),8.52489e-4,0.000000,,
2004,M,8,Exponential,(rate-shift),6.79981e-4,0.000000,,
2004,M,9,Exponential,(rate-shift),5.88775e-4,0.000000,,
2004,M,10,Exponential,(rate-shift),5.71005e-4,0.000000,,
2004,M,11,Exponential,(rate-shift),6.18007e-4,0.000000,,
2004,M,12,Exponential,(rate-shift),7.21374e-4,0.000000,,
2004,M,13,Exponential,(rate-shift),8.74097e-4,0.000000,,
2004,M,14,Exponential,(rate-shift),0.001071544,0.000000,,
2004,M,15,Exponential,(rate-shift),0.001311888,0.000000,,
2004,M,16,Exponential,(rate-shift),0.001594907,0.000000,,
2004,M,17,Exponential,(rate-shift),0.001918467,0.000000,,
2004,M,18,Exponential,(rate-shift),0.002279351,0.000000,,
2004,M,19,Exponential,(rate-shift),0.002669767,0.000000,,
2004,M,20,Exponential,(rate-shift),0.003077544,0.000000,,
2004,M,21,Exponential,(rate-shift),0.003487882,0.000000,,
2004,M,22,Exponential,(rate-shift),0.003889052,0.000000,,
2004,M,23,Exponential,(rate-shift),0.004275608,0.000000,,
2004,M,24,Exponential,(rate-shift),0.004645922,0.000000,,
2004,M,25,Exponential,(rate-shift),0.004997154,0.000000,,
2004,M,26,Exponential,(rate-shift),0.005327831,0.000000,,
2004,M,27,Exponential,(rate-shift),0.005637089,0.000000,,
2004,M,28,Exponential,(rate-shift),0.005924882,0.000000,,
2004,M,29,Exponential,(rate-shift),0.00619117,0.000000,,
2004,M,30,Exponential,(rate-shift),0.00643592,0.000000,,
2004,M,31,Exponential,(rate-shift),0.006659521,0.000000,,
2004,M,32,Exponential,(rate-shift),0.006864077,0.000000,,
2004,M,33,Exponential,(rate-shift),0.007050731,0.000000,,
2004,M,34,Exponential,(rate-shift),0.007225161,0.000000,,
2004,M,35,Exponential,(rate-shift),0.007399966,0.000000,,
2004,M,36,Exponential,(rate-shift),0.007591213,0.000000,,
2004,M,37,Exponential,(rate-shift),0.007811961,0.000000,,
2004,M,38,Exponential,(rate-shift),0.008068318,0.000000,,
2004,M,39,Exponential,(rate-shift),0.008362713,0.000000,,
2004,M,40,Exponential,(rate-shift),0.008699897,0.000000,,
2004,M,41,Exponential,(rate-shift),0.009083687,0.000000,,
2004,M,42,Exponential,(rate-shift),0.0095173399999999991,0.000000,,
2004,M,43,Exponential,(rate-shift),0.010005018,0.000000,,
2004,M,44,Exponential,(rate-shift),0.010549397,0.000000,,
2004,M,45,Exponential,(rate-shift),0.011150042,0.000000,,
2004,M,46,Exponential,(rate-shift),0.011805064,0.000000,,
2004,M,47,Exponential,(rate-shift),0.012513391,0.000000,,
2004,M,48,Exponential,(rate-shift),0.013274483,0.000000,,
2004,M,49,Exponential,(rate-shift),0.014090136,0.000000,,
2004,M,50,Exponential,(rate-shift),0.014964102,0.000000,,
2004,M,51,Exponential,(rate-shift),0.015901244,0.000000,,
2004,M,52,Exponential,(rate-shift),0.01690434,0.000000,,
2004,M,53,Exponential,(rate-shift),0.017977566,0.000000,,
2004,M,54,Exponential,(rate-shift),0.01911847,0.000000,,
2004,M,55,Exponential,(rate-shift),0.020315352,0.000000,,
2004,M,56,Exponential,(rate-shift),0.021552127,0.000000,,
2004,M,57,Exponential,(rate-shift),0.022818534,0.000000,,
2004,M,58,Exponential,(rate-shift),0.024118832,0.000000,,
2004,M,59,Exponential,(rate-shift),0.025462067,0.000000,,
2004,M,60,Exponential,(rate-shift),0.026850004,0.000000,,
